0,null,null,null,null,2421,null,null,2106,null,null,1767,1749,1822,1735,1599,1808,1646,1743,null,null,null,null,null,null,null,null,2514,null,1348,2026,1975
null,0,null,null,null,2320,null,null,2005,null,null,1666,1648,1721,1634,1498,1707,1545,1642,null,null,null,null,null,null,null,null,2413,null,1247,1925,1874
null,null,0,null,null,2261,null,null,1946,null,null,1607,1589,1662,1575,1439,1648,1486,1583,null,null,null,null,null,null,null,null,2354,null,1188,1866,1815
null,null,null,0,null,null,null,null,null,null,null,1332,null,null,1358,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1567,1540
null,null,null,null,0,null,null,null,null,null,null,1167,null,null,1193,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1402,1375
2421,2320,2261,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1657,1656
null,null,null,null,null,null,0,null,null,null,null,1063,null,null,1089,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1298,1271
null,null,null,null,null,null,null,0,null,null,null,1053,null,null,1079,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1288,1261
2106,2005,1946,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1342,1341
null,null,null,null,null,null,null,null,null,0,null,872,null,null,898,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1107,1080
null,null,null,null,null,null,null,null,null,null,0,768,null,null,794,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1003,976
1767,1666,1607,1332,1167,null,1063,1053,null,872,768,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1167,null,700,null
1749,1648,1589,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,603,602
1822,1721,1662,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,676,675
1735,1634,1575,1358,1193,null,1089,1079,null,898,794,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,1193,null,584,583
1599,1498,1439,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,685,684
1808,1707,1648,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,662,661
1646,1545,1486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,616,615
1743,1642,1583,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,713,712
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,542,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,550,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,601,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,555,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,582,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,542,550,601,555,582,0,null,null,null,null,null
2514,2413,2354,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,1750,1749
null,null,null,null,null,null,null,null,null,null,null,1167,null,null,1193,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,1402,1375
1348,1247,1188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,904,903
2026,1925,1866,1567,1402,1657,1298,1288,1342,1107,1003,700,603,676,584,685,662,616,713,null,null,null,null,null,null,null,null,1750,1402,904,0,716
1975,1874,1815,1540,1375,1656,1271,1261,1341,1080,976,null,602,675,583,684,661,615,712,null,null,null,null,null,null,null,null,1749,1375,903,716,0
